ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
301499.SZ,20260205,30.5,30.68,30.08,30.42,30.5,-0.08,-0.2623,16088.0,48915.579
301499.SZ,20260204,30.53,30.88,30.05,30.5,30.52,-0.02,-0.0655,18481.0,56322.442
301499.SZ,20260203,30.12,30.52,29.9,30.52,29.9,0.62,2.0736,19492.69,59041.816
301499.SZ,20260202,30.58,30.82,29.81,29.9,30.67,-0.77,-2.5106,23052.0,69764.188
301499.SZ,20260130,30.41,30.89,29.88,30.67,30.59,0.08,0.2615,28309.93,86214.484
301499.SZ,20260129,31.16,31.48,30.34,30.59,31.26,-0.67,-2.1433,36019.29,111095.758
301499.SZ,20260128,32.27,32.3,31.07,31.26,32.33,-1.07,-3.3096,45992.46,144742.293
301499.SZ,20260127,33.28,33.28,31.21,32.33,33.5,-1.17,-3.4925,58308.81,187502.426
301499.SZ,20260126,34.0,35.15,33.21,33.5,34.46,-0.96,-2.7858,83416.98,285346.385
301499.SZ,20260123,33.02,35.0,32.36,34.46,33.62,0.84,2.4985,101492.01,340382.91
301499.SZ,20260122,32.31,34.5,32.11,33.62,32.2,1.42,4.4099,89727.68,299006.727
301499.SZ,20260121,31.7,32.26,31.4,32.2,32.31,-0.11,-0.3405,52396.86,167852.322
301499.SZ,20260120,31.85,33.34,31.6,32.31,31.79,0.52,1.6357,74640.14,241738.623
301499.SZ,20260119,32.33,32.54,31.47,31.79,32.55,-0.76,-2.3349,56183.62,178204.889
301499.SZ,20260116,30.4,33.48,30.33,32.55,30.19,2.36,7.8172,87999.11,281773.921
301499.SZ,20260115,30.01,30.55,30.0,30.19,30.42,-0.23,-0.7561,18710.08,56610.351
301499.SZ,20260114,30.7,30.91,29.8,30.42,30.45,-0.03,-0.0985,37482.86,113800.58
301499.SZ,20260113,31.49,32.16,30.3,30.45,31.35,-0.9,-2.8708,42586.67,131660.338
301499.SZ,20260112,30.45,31.35,30.21,31.35,30.5,0.85,2.7869,41041.0,125935.063
301499.SZ,20260109,30.39,30.55,30.02,30.5,30.6,-0.1,-0.3268,29732.18,90177.993
301499.SZ,20260108,30.39,30.66,30.08,30.6,30.43,0.17,0.5587,27933.0,84793.209
301499.SZ,20260107,30.51,30.7,30.0,30.43,30.8,-0.37,-1.2013,32252.28,97862.43
301499.SZ,20260106,29.97,31.14,29.9,30.8,30.03,0.77,2.5641,53832.18,164910.273
301499.SZ,20260105,29.5,30.07,29.1,30.03,29.43,0.6,2.0387,28981.18,86153.237
