ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920171.BJ,20251231,23.3,24.35,23.28,23.4,23.43,-0.03,-0.128,33722.52,80299.191
920171.BJ,20251230,23.23,24.0,23.23,23.43,23.3,0.13,0.5579,31449.07,74159.831
920171.BJ,20251229,24.43,24.65,23.3,23.3,24.71,-1.41,-5.7062,49411.15,117890.923
920171.BJ,20251226,24.26,25.8,24.12,24.71,24.59,0.12,0.488,57794.38,145176.758
920171.BJ,20251225,24.99,25.8,24.55,24.59,24.92,-0.33,-1.3242,55400.49,139358.712
920171.BJ,20251224,23.73,25.5,23.69,24.92,23.92,1.0,4.1806,57781.82,143282.482
920171.BJ,20251223,23.7,24.44,23.51,23.92,23.85,0.07,0.2935,37883.49,90484.497
920171.BJ,20251222,23.81,24.98,23.77,23.85,24.38,-0.53,-2.1739,48616.88,118073.358
920171.BJ,20251219,24.16,26.55,23.93,24.38,24.01,0.37,1.541,66715.24,167409.712
920171.BJ,20251218,25.0,25.12,23.96,24.01,25.81,-1.8,-6.974,80365.39,195927.758
920171.BJ,20251217,23.08,28.38,22.7,25.81,23.5,2.31,9.8298,120196.36,305784.987
920171.BJ,20251216,21.84,24.88,21.72,23.5,21.99,1.51,6.8668,69970.77,162957.21
920171.BJ,20251215,22.01,22.72,21.66,21.99,22.24,-0.25,-1.1241,26297.82,58092.367
920171.BJ,20251212,22.55,23.52,22.05,22.24,22.84,-0.6,-2.627,45684.81,103855.515
920171.BJ,20251211,22.65,23.84,22.03,22.84,22.82,0.02,0.0876,54341.39,124154.701
920171.BJ,20251210,21.79,23.42,21.3,22.82,21.67,1.15,5.3069,52992.9,119476.446
920171.BJ,20251209,21.99,22.48,21.56,21.67,22.13,-0.46,-2.0786,39071.7,85496.156
920171.BJ,20251208,21.12,23.59,20.83,22.13,20.91,1.22,5.8345,71247.37,159453.599
920171.BJ,20251205,19.48,21.85,19.1,20.91,19.23,1.68,8.7363,52710.02,108802.066
920171.BJ,20251204,19.95,19.95,19.19,19.23,19.78,-0.55,-2.7806,12272.58,23872.061
920171.BJ,20251203,20.23,20.37,19.74,19.78,20.19,-0.41,-2.0307,11335.08,22670.042
920171.BJ,20251202,20.68,20.68,20.13,20.19,20.7,-0.51,-2.4638,9619.24,19545.955
920171.BJ,20251201,20.35,20.8,19.98,20.7,20.44,0.26,1.272,22218.47,45175.505
920171.BJ,20251128,20.24,20.48,19.7,20.44,20.02,0.42,2.0979,16666.62,33506.975
920171.BJ,20251127,20.47,20.63,19.99,20.02,20.5,-0.48,-2.3415,12503.33,25246.042
920171.BJ,20251126,20.96,21.1,20.35,20.5,20.95,-0.45,-2.148,15337.0,31555.197
920171.BJ,20251125,20.82,21.3,20.82,20.95,20.68,0.27,1.3056,15580.57,32773.591
920171.BJ,20251124,20.6,20.87,20.23,20.68,20.31,0.37,1.8218,13663.12,28124.632
920171.BJ,20251121,21.16,21.42,20.31,20.31,21.55,-1.24,-5.7541,21314.26,44250.021
920171.BJ,20251120,21.66,21.93,21.47,21.55,21.49,0.06,0.2792,12143.8,26359.952
920171.BJ,20251119,22.27,22.52,21.43,21.49,22.36,-0.87,-3.8909,20576.02,44760.949
920171.BJ,20251118,23.33,23.44,22.3,22.36,23.33,-0.97,-4.1577,23161.16,52641.839
920171.BJ,20251117,23.28,23.52,23.16,23.33,23.24,0.09,0.3873,7788.66,18188.452
920171.BJ,20251114,23.61,23.99,23.24,23.24,23.92,-0.68,-2.8428,14901.68,35088.67
920171.BJ,20251113,23.48,24.07,23.39,23.92,23.36,0.56,2.3973,16452.71,39195.647
920171.BJ,20251112,23.85,23.92,23.26,23.36,23.85,-0.49,-2.0545,15341.67,36109.503
