ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
920169.BJ,20251231,31.0,31.57,31.0,31.35,31.51,-0.16,-0.5078,26154.44,81591.987
920169.BJ,20251230,32.5,32.74,31.3,31.51,32.89,-1.38,-4.1958,44382.53,140974.135
920169.BJ,20251229,32.0,33.78,31.55,32.89,32.12,0.77,2.3973,61824.13,203533.019
920169.BJ,20251226,31.5,32.65,31.5,32.12,32.0,0.12,0.375,33952.31,108683.184
920169.BJ,20251225,32.95,32.95,31.78,32.0,31.47,0.53,1.6841,49341.63,159314.046
920169.BJ,20251224,30.79,31.75,30.17,31.47,30.86,0.61,1.9767,32998.08,102391.327
920169.BJ,20251223,32.08,32.28,30.6,30.86,32.08,-1.22,-3.803,33968.38,105900.827
920169.BJ,20251222,32.73,33.1,31.84,32.08,32.69,-0.61,-1.866,36891.32,118968.112
920169.BJ,20251219,31.91,34.66,31.91,32.69,32.01,0.68,2.1243,63742.65,211258.338
920169.BJ,20251218,30.83,32.91,30.67,32.01,31.08,0.93,2.9923,53111.77,170054.9
920169.BJ,20251217,32.36,32.36,30.75,31.08,32.35,-1.27,-3.9258,36268.18,113505.174
920169.BJ,20251216,32.01,32.72,31.36,32.35,32.58,-0.23,-0.706,42160.21,135162.235
920169.BJ,20251215,31.94,33.79,31.47,32.58,32.37,0.21,0.6487,60335.07,197819.975
920169.BJ,20251212,30.57,32.97,30.12,32.37,31.17,1.2,3.8499,79471.04,253914.057
920169.BJ,20251211,29.49,31.87,29.01,31.17,29.34,1.83,6.2372,61139.42,188606.491
920169.BJ,20251210,29.99,30.0,29.3,29.34,30.0,-0.66,-2.2,20118.04,59428.393
920169.BJ,20251209,30.69,30.97,29.87,30.0,31.32,-1.32,-4.2146,34952.99,105546.923
920169.BJ,20251208,30.39,32.25,30.02,31.32,29.64,1.68,5.668,62218.55,194873.689
920169.BJ,20251205,28.68,29.64,28.61,29.64,28.85,0.79,2.7383,16841.7,49202.185
920169.BJ,20251204,29.66,29.78,28.8,28.85,28.92,-0.07,-0.242,12161.88,35362.45
920169.BJ,20251203,29.82,29.89,28.9,28.92,29.82,-0.9,-3.0181,22868.91,66596.674
920169.BJ,20251202,30.1,30.55,29.78,29.82,30.38,-0.56,-1.8433,19828.99,59712.021
920169.BJ,20251201,30.1,30.78,29.88,30.38,30.1,0.28,0.9302,20926.87,63741.716
920169.BJ,20251128,29.9,30.34,29.72,30.1,29.77,0.33,1.1085,13932.34,41790.0
920169.BJ,20251127,29.82,30.27,29.7,29.77,30.06,-0.29,-0.9647,16373.63,48994.447
920169.BJ,20251126,31.46,31.46,29.8,30.06,30.9,-0.84,-2.7184,28950.0,87795.152
920169.BJ,20251125,30.5,31.4,30.25,30.9,31.55,-0.65,-2.0602,39623.0,121479.818
920169.BJ,20251124,29.5,31.78,29.5,31.55,29.8,1.75,5.8725,47126.56,145107.381
920169.BJ,20251121,29.75,30.83,29.16,29.8,30.12,-0.32,-1.0624,35660.71,106942.86
920169.BJ,20251120,31.0,31.38,30.04,30.12,32.08,-1.96,-6.1097,48437.99,148430.557
920169.BJ,20251119,31.74,32.88,31.3,32.08,31.62,0.46,1.4548,62169.52,199933.02
920169.BJ,20251118,32.69,34.17,31.56,31.62,33.8,-2.18,-6.4497,69980.58,225678.78
920169.BJ,20251117,35.95,37.89,33.7,33.8,32.94,0.86,2.6108,101516.59,366395.965
920169.BJ,20251114,32.01,34.49,32.01,32.94,32.15,0.79,2.4572,66547.13,223535.412
920169.BJ,20251113,31.89,32.6,31.73,32.15,32.0,0.15,0.4688,33391.57,107927.49
920169.BJ,20251112,31.0,32.84,30.69,32.0,30.65,1.35,4.4046,40101.84,127504.865
920169.BJ,20251111,30.61,31.0,30.61,30.65,30.6,0.05,0.1634,11321.48,34829.074
920169.BJ,20251110,30.91,31.35,30.5,30.6,31.05,-0.45,-1.4493,16526.5,50799.785
920169.BJ,20251107,31.42,31.42,30.9,31.05,31.38,-0.33,-1.0516,16201.29,50369.929
920169.BJ,20251106,32.24,32.24,31.05,31.38,31.83,-0.45,-1.4138,21049.0,66163.835
920169.BJ,20251105,31.66,32.2,31.33,31.83,31.61,0.22,0.696,17986.86,57283.804
920169.BJ,20251104,32.85,32.85,31.45,31.61,32.8,-1.19,-3.628,30234.69,96607.405
920169.BJ,20251103,32.5,33.5,32.39,32.8,32.64,0.16,0.4902,26879.78,88425.027
920169.BJ,20251031,33.59,33.99,32.6,32.64,33.24,-0.6,-1.8051,34895.15,115925.157
920169.BJ,20251030,33.97,34.87,33.11,33.24,34.38,-1.14,-3.3159,54175.28,185027.2
920169.BJ,20251029,32.96,34.77,32.32,34.38,33.66,0.72,2.139,66945.56,222845.045
920169.BJ,20251028,31.8,34.38,31.32,33.66,31.98,1.68,5.2533,68892.23,228141.532
920169.BJ,20251027,30.87,32.46,30.56,31.98,31.88,0.1,0.3137,48787.6,153069.212
920169.BJ,20251024,31.8,34.85,31.8,31.88,30.36,1.52,5.0066,74248.9,246320.04
920169.BJ,20251023,30.32,31.48,29.79,30.36,30.32,0.04,0.1319,25052.78,76946.743
920169.BJ,20251022,30.16,30.97,29.52,30.32,30.23,0.09,0.2977,27106.2,82130.568
920169.BJ,20251021,30.1,30.49,29.78,30.23,30.3,-0.07,-0.231,21690.47,65288.317
920169.BJ,20251020,30.91,31.29,30.03,30.3,31.3,-1.0,-3.1949,30671.96,93791.861
920169.BJ,20251017,32.46,32.81,31.11,31.3,33.7,-2.4,-7.1217,55642.66,176794.385
920169.BJ,20251016,33.08,35.0,32.7,33.7,31.66,2.04,6.4435,87818.49,299663.951
920169.BJ,20251015,32.5,32.5,31.11,31.66,32.91,-1.25,-3.7982,32378.7,102774.717
920169.BJ,20251014,32.17,33.2,31.57,32.91,32.55,0.36,1.106,49784.2,161305.979
920169.BJ,20251013,30.0,32.95,29.01,32.55,31.52,1.03,3.2678,48083.46,153386.775
920169.BJ,20251010,30.54,33.08,30.33,31.52,30.55,0.97,3.1751,47869.87,152029.182
920169.BJ,20251009,30.2,30.7,29.99,30.55,30.7,-0.15,-0.4886,22117.52,67003.46
920169.BJ,20250930,29.36,30.77,29.07,30.7,29.28,1.42,4.8497,33132.6,99994.519
920169.BJ,20250929,29.88,29.9,29.28,29.28,30.23,-0.95,-3.1426,22922.57,67756.483
920169.BJ,20250926,28.84,31.97,28.4,30.23,28.84,1.39,4.8197,44806.94,135271.576
920169.BJ,20250925,29.2,29.39,28.81,28.84,29.18,-0.34,-1.1652,14556.83,42310.259
920169.BJ,20250924,29.5,29.85,29.0,29.18,29.42,-0.24,-0.8158,18784.32,55012.001
920169.BJ,20250923,31.18,31.4,29.12,29.42,31.09,-1.67,-5.3715,22664.87,67832.881
920169.BJ,20250922,31.45,31.8,30.99,31.09,31.45,-0.36,-1.1447,18631.36,58229.336
920169.BJ,20250919,30.8,32.1,30.51,31.45,30.66,0.79,2.5766,30189.56,95309.467
920169.BJ,20250918,31.79,31.8,30.6,30.66,31.54,-0.88,-2.7901,23799.13,74385.848
920169.BJ,20250917,31.68,31.74,31.18,31.54,31.67,-0.13,-0.4105,14969.99,47090.955
920169.BJ,20250916,32.22,32.29,31.17,31.67,32.22,-0.55,-1.707,22488.84,70768.556
920169.BJ,20250915,33.07,33.07,32.21,32.22,33.05,-0.83,-2.5113,18466.96,59762.314
920169.BJ,20250912,32.7,33.15,32.5,33.05,32.53,0.52,1.5985,18701.51,61545.026
920169.BJ,20250911,32.39,32.59,32.03,32.53,32.23,0.3,0.9308,16028.46,51842.582
920169.BJ,20250910,32.93,32.94,32.11,32.23,32.65,-0.42,-1.2864,17838.06,58166.379
920169.BJ,20250909,34.33,34.33,32.5,32.65,34.18,-1.53,-4.4763,28599.69,94540.402
920169.BJ,20250908,33.87,34.76,33.67,34.18,33.84,0.34,1.0047,24585.95,84124.441
920169.BJ,20250905,33.3,34.1,31.88,33.84,32.98,0.86,2.6076,30508.53,102442.716
920169.BJ,20250904,34.42,34.88,31.9,32.98,34.42,-1.44,-4.1836,46798.56,156875.702
920169.BJ,20250903,38.88,38.88,34.18,34.42,38.3,-3.88,-10.1305,47576.77,172485.305
920169.BJ,20250902,36.98,38.9,35.58,38.3,36.74,1.56,4.2461,54310.1,202143.825
920169.BJ,20250901,37.82,38.23,36.16,36.74,38.37,-1.63,-4.2481,46144.61,169393.017
920169.BJ,20250829,38.1,38.66,37.6,38.37,38.09,0.28,0.7351,48378.18,185261.299
920169.BJ,20250828,37.5,38.69,37.21,38.09,36.86,1.23,3.337,51938.15,196569.152
920169.BJ,20250827,37.5,38.2,36.83,36.86,37.74,-0.88,-2.3317,28339.88,105247.501
920169.BJ,20250826,38.41,38.93,37.65,37.74,38.8,-1.06,-2.732,34961.91,133159.067
920169.BJ,20250825,38.5,39.4,38.1,38.8,38.91,-0.11,-0.2827,37550.94,145346.083
920169.BJ,20250822,38.6,39.2,37.7,38.91,38.98,-0.07,-0.1796,46147.7,176839.768
920169.BJ,20250821,39.1,40.3,38.8,38.98,39.8,-0.82,-2.0603,47434.53,187076.942
920169.BJ,20250820,38.4,41.0,38.11,39.8,38.55,1.25,3.2425,77229.67,307890.252
920169.BJ,20250819,38.83,39.28,38.16,38.55,38.51,0.04,0.1039,48185.59,186835.418
920169.BJ,20250818,37.37,38.88,37.19,38.51,37.33,1.18,3.161,49523.31,188620.888
920169.BJ,20250815,37.57,37.59,36.83,37.33,37.19,0.14,0.3764,33934.41,126291.025
920169.BJ,20250814,38.66,38.68,37.12,37.19,38.61,-1.42,-3.6778,40496.15,152637.371
920169.BJ,20250813,39.0,39.49,38.55,38.61,38.7,-0.09,-0.2326,32770.12,127375.112
920169.BJ,20250812,39.21,39.67,38.28,38.7,39.4,-0.7,-1.7766,38635.37,149913.04
920169.BJ,20250811,39.2,40.25,39.06,39.4,39.55,-0.15,-0.3793,39314.99,155983.716
920169.BJ,20250808,39.39,40.99,39.39,39.55,40.16,-0.61,-1.5189,46199.84,184572.869
920169.BJ,20250807,41.15,42.03,40.01,40.16,42.04,-1.88,-4.4719,79282.41,320748.913
920169.BJ,20250806,39.53,43.1,39.53,42.04,40.5,1.54,3.8025,99483.73,417170.67
920169.BJ,20250805,38.1,43.54,38.1,40.5,38.73,1.77,4.5701,106416.83,439087.123
920169.BJ,20250804,37.5,39.5,37.37,38.73,37.68,1.05,2.7866,54038.5,210633.729
920169.BJ,20250801,39.3,39.3,37.68,37.68,38.95,-1.27,-3.2606,36393.48,138360.307
920169.BJ,20250731,38.08,40.0,38.08,38.95,39.46,-0.51,-1.2924,38558.49,150394.268
920169.BJ,20250730,39.88,40.68,39.03,39.46,39.28,0.18,0.4582,46387.65,185034.618
920169.BJ,20250729,38.5,39.49,38.48,39.28,38.98,0.3,0.7696,35786.63,139465.981
920169.BJ,20250728,38.61,40.05,38.48,38.98,38.91,0.07,0.1799,33788.19,132740.399
920169.BJ,20250725,39.91,40.33,38.77,38.91,40.03,-1.12,-2.7979,41205.99,161895.892
920169.BJ,20250724,39.7,40.64,39.42,40.03,39.81,0.22,0.5526,43347.8,172678.256
920169.BJ,20250723,40.17,40.99,39.51,39.81,41.83,-2.02,-4.8291,63466.41,252987.631
920169.BJ,20250722,40.26,43.8,40.1,41.83,40.74,1.09,2.6755,90321.04,381086.244
920169.BJ,20250721,39.77,41.73,39.69,40.74,40.88,-0.14,-0.3425,47270.04,193064.668
920169.BJ,20250718,40.87,41.78,40.1,40.88,41.24,-0.36,-0.8729,61654.05,252699.934
920169.BJ,20250717,40.0,42.4,39.51,41.24,39.62,1.62,4.0888,77103.49,314986.002
920169.BJ,20250716,39.3,40.4,38.7,39.62,39.09,0.53,1.3558,46472.86,183184.188
920169.BJ,20250715,40.2,40.59,38.84,39.09,40.66,-1.57,-3.8613,46074.65,181295.812
920169.BJ,20250714,40.6,41.75,40.28,40.66,40.85,-0.19,-0.4651,47253.58,193111.477
920169.BJ,20250711,39.48,40.96,39.08,40.85,39.62,1.23,3.1045,66972.3,268601.14
920169.BJ,20250710,39.5,39.99,38.07,39.62,40.64,-1.02,-2.5098,66148.7,257269.259
920169.BJ,20250709,40.05,42.3,40.01,40.64,39.72,0.92,2.3162,76522.8,314341.158
920169.BJ,20250708,40.98,40.98,39.14,39.72,40.54,-0.82,-2.0227,60452.66,238944.569
920169.BJ,20250707,41.02,41.88,40.5,40.54,42.94,-2.4,-5.5892,68451.56,280582.874
920169.BJ,20250704,41.99,43.22,41.3,42.94,43.02,-0.08,-0.186,69742.49,294069.044
920169.BJ,20250703,43.22,45.5,42.86,43.02,42.62,0.4,0.9385,78930.1,346309.895
920169.BJ,20250702,42.1,43.88,41.7,42.62,43.67,-1.05,-2.4044,69544.9,295997.012
920169.BJ,20250701,44.7,45.91,42.34,43.67,45.67,-2.0,-4.3792,118029.77,516243.719
920169.BJ,20250630,40.0,47.0,40.0,45.67,38.95,6.72,17.2529,152394.69,670010.615
920169.BJ,20250627,38.86,41.13,38.51,38.95,40.01,-1.06,-2.6493,80947.87,319428.937
920169.BJ,20250626,38.95,42.49,38.31,40.01,39.8,0.21,0.5276,113286.08,463120.931
920169.BJ,20250625,36.8,43.44,36.62,39.8,37.17,2.63,7.0756,127744.9,508189.633
920169.BJ,20250624,36.4,39.5,36.37,37.17,41.64,-4.47,-10.7349,114363.2,430647.144
920169.BJ,20250623,42.5,43.85,40.97,41.64,40.03,1.61,4.022,103364.31,435646.462
920169.BJ,20250620,43.0,44.9,39.97,40.03,45.0,-4.97,-11.0444,113392.47,479785.518
920169.BJ,20250619,43.5,50.66,42.5,45.0,46.7,-1.7,-3.6403,162807.2,749455.212
920169.BJ,20250618,40.96,48.7,39.26,46.7,39.8,6.9,17.3367,183326.16,803191.794
920169.BJ,20250617,39.9,41.68,37.5,39.8,39.91,-0.11,-0.2756,134736.29,535150.509
920169.BJ,20250616,39.11,43.15,36.5,39.91,39.95,-0.04,-0.1001,174458.8,689321.893
920169.BJ,20250613,32.77,40.82,32.55,39.95,31.41,8.54,27.1888,200945.97,722166.032
920169.BJ,20250612,33.09,33.09,31.2,31.41,33.1,-1.69,-5.1057,75802.25,240007.172
920169.BJ,20250611,32.45,34.0,31.55,33.2,32.92,0.28,0.8505,82997.28,273573.125
920169.BJ,20250610,34.0,34.6,32.32,32.92,35.8,-2.88,-8.0447,124032.92,414147.805
920169.BJ,20250609,32.89,37.8,32.89,35.8,33.08,2.72,8.2225,143053.56,507455.645
920169.BJ,20250606,32.46,36.89,32.45,33.08,30.77,2.31,7.5073,163609.54,559424.772
920169.BJ,20250605,29.86,32.23,29.6,30.77,30.23,0.54,1.7863,107415.87,333180.685
920169.BJ,20250604,30.0,31.0,29.71,30.23,30.36,-0.13,-0.4282,72629.44,220805.877
920169.BJ,20250603,29.93,31.29,28.99,30.36,29.12,1.24,4.2582,86704.52,262239.644
920169.BJ,20250530,29.05,30.75,29.05,29.12,29.45,-0.33,-1.1205,66776.43,199838.049
920169.BJ,20250529,29.1,29.9,29.06,29.45,29.26,0.19,0.6494,60200.43,177716.795
920169.BJ,20250528,30.05,30.6,29.22,29.26,31.4,-2.14,-6.8153,81294.94,242342.862
920169.BJ,20250527,30.0,32.0,29.52,31.4,30.05,1.35,4.4925,116824.37,362089.96
920169.BJ,20250526,28.7,30.38,28.5,30.05,29.0,1.05,3.6207,82239.04,241827.068
920169.BJ,20250523,30.33,30.98,28.88,29.0,31.11,-2.11,-6.7824,99494.53,296864.412
920169.BJ,20250522,30.98,33.4,29.88,31.11,30.98,0.13,0.4196,132461.63,423040.216
920169.BJ,20250521,31.05,32.56,30.35,30.98,31.73,-0.75,-2.3637,104754.22,327141.75
920169.BJ,20250520,35.1,35.6,31.6,31.73,37.44,-5.71,-15.2511,161625.15,536036.158
920169.BJ,20250519,39.0,40.3,35.6,37.44,38.2,-0.76,-1.9895,163921.37,617196.332
920169.BJ,20250516,35.6,42.22,35.0,38.2,37.31,0.89,2.3854,178978.58,699414.14
920169.BJ,20250515,38.0,41.88,36.77,37.31,39.64,-2.33,-5.8779,183584.07,710648.204
920169.BJ,20250514,38.32,42.77,37.12,39.64,38.2,1.44,3.7696,195388.71,778318.254
920169.BJ,20250513,40.8,43.3,36.0,38.2,35.6,2.6,7.3034,219570.49,865886.429
920169.BJ,20250512,25.11,35.6,25.03,35.6,27.39,8.21,29.9744,192070.84,596804.888
920169.BJ,20250509,26.0,30.31,23.61,27.39,23.32,4.07,17.4528,246252.27,653485.758
920169.BJ,20250508,17.5,23.32,17.45,23.32,17.94,5.38,29.9889,219259.16,467763.735
920169.BJ,20250507,17.0,20.0,16.3,17.94,16.25,1.69,10.4,113560.76,202321.362
920169.BJ,20250506,15.57,16.36,15.57,16.25,15.28,0.97,6.3482,30866.1,49572.171
920169.BJ,20250430,14.73,15.46,14.73,15.28,14.73,0.55,3.7339,18418.17,28070.415
920169.BJ,20250429,14.22,14.99,14.22,14.73,14.29,0.44,3.0791,14658.27,21491.66
920169.BJ,20250428,15.38,15.47,14.27,14.29,15.07,-0.78,-5.1758,18112.69,26862.844
920169.BJ,20250425,15.4,15.41,15.04,15.07,15.11,-0.04,-0.2647,14656.63,22293.757
920169.BJ,20250424,16.06,16.29,15.01,15.11,16.18,-1.07,-6.6131,32691.46,50937.49
920169.BJ,20250423,16.41,16.47,16.01,16.18,16.18,0.0,0.0,25920.4,42095.229
920169.BJ,20250422,16.14,16.63,15.98,16.18,16.28,-0.1,-0.6143,32895.4,53574.204
920169.BJ,20250421,16.16,16.55,15.8,16.28,15.89,0.39,2.4544,34005.66,55306.38
920169.BJ,20250418,15.55,16.18,15.5,15.89,15.67,0.22,1.404,35238.09,56040.881
920169.BJ,20250417,15.1,16.2,15.1,15.67,15.5,0.17,1.0968,31727.85,49837.929
920169.BJ,20250416,16.2,16.98,15.23,15.5,15.7,-0.2,-1.2739,42262.98,67969.347
920169.BJ,20250415,16.06,16.06,15.48,15.7,16.0,-0.3,-1.875,26057.54,40892.638
920169.BJ,20250414,15.8,16.28,15.65,16.0,15.48,0.52,3.3592,38160.94,60841.153
920169.BJ,20250411,15.1,16.24,15.1,15.48,15.58,-0.1,-0.6418,44072.09,69248.232
920169.BJ,20250410,14.98,16.5,14.88,15.58,15.47,0.11,0.7111,78180.66,123074.802
920169.BJ,20250409,12.82,16.0,12.4,15.47,12.82,2.65,20.6708,70644.04,103382.202
920169.BJ,20250408,12.0,12.88,12.0,12.82,11.92,0.9,7.5503,34854.0,43570.677
920169.BJ,20250407,14.89,14.9,11.28,11.92,15.9,-3.98,-25.0314,41522.08,53954.921
920169.BJ,20250403,15.32,15.98,15.18,15.9,15.53,0.37,2.3825,21950.08,34602.195
920169.BJ,20250402,15.62,16.14,15.45,15.53,15.65,-0.12,-0.7668,18022.7,28304.313
920169.BJ,20250401,15.3,16.49,15.3,15.65,15.15,0.5,3.3003,26864.52,42384.452
