ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002202.SZ,20260209,26.02,26.58,25.43,26.19,25.51,0.68,2.6656,2255274.5,5857402.782
002202.SZ,20260206,24.76,26.07,24.76,25.51,24.82,0.69,2.78,2428440.99,6215858.257
002202.SZ,20260205,25.53,25.94,24.56,24.82,27.28,-2.46,-9.0176,3514464.15,8820903.598
002202.SZ,20260204,26.81,27.97,26.66,27.28,27.16,0.12,0.4418,2976868.27,8107434.234
002202.SZ,20260203,26.01,27.4,25.47,27.16,25.63,1.53,5.9696,3248800.85,8647014.288
002202.SZ,20260202,26.1,26.8,25.53,25.63,26.11,-0.48,-1.8384,2073521.67,5407860.212
002202.SZ,20260130,26.91,27.63,25.78,26.11,26.9,-0.79,-2.9368,2381309.52,6292249.483
002202.SZ,20260129,27.48,28.47,26.81,26.9,27.71,-0.81,-2.9231,2898893.54,8010026.964
002202.SZ,20260128,28.31,28.76,27.25,27.71,28.59,-0.88,-3.078,3081179.57,8563373.07
002202.SZ,20260127,28.24,29.49,28.09,28.59,28.4,0.19,0.669,3403806.57,9808694.859
002202.SZ,20260126,29.79,30.53,28.01,28.4,29.58,-1.18,-3.9892,5769714.49,16880314.061
002202.SZ,20260123,27.69,29.58,27.69,29.58,26.89,2.69,10.0037,3489661.74,10056922.133
002202.SZ,20260122,25.63,27.19,25.34,26.89,25.45,1.44,5.6582,4304908.07,11402478.113
002202.SZ,20260121,25.94,26.58,25.38,25.45,26.06,-0.61,-2.3408,3336929.97,8667470.983
002202.SZ,20260120,26.93,27.33,25.65,26.06,27.7,-1.64,-5.9206,4990953.75,13149514.164
002202.SZ,20260119,24.34,28.51,24.34,27.7,27.04,0.66,2.4408,7116451.93,18598306.971
002202.SZ,20260116,27.04,27.04,27.04,27.04,30.04,-3.0,-9.9867,690435.0,1866936.24
002202.SZ,20260115,30.39,31.62,30.04,30.04,33.38,-3.34,-10.006,1807170.32,5476993.213
002202.SZ,20260114,34.47,35.55,32.63,33.38,33.95,-0.57,-1.6789,7550423.55,25760095.916
002202.SZ,20260113,36.0,37.03,31.62,33.95,35.13,-1.18,-3.359,8963325.14,30088791.029
002202.SZ,20260112,33.99,35.13,33.55,35.13,31.94,3.19,9.9875,3796193.6,13189513.603
002202.SZ,20260109,31.94,31.94,30.74,31.94,29.04,2.9,9.9862,5632929.26,17893128.946
002202.SZ,20260108,26.0,29.04,25.53,29.04,26.4,2.64,10.0,6081266.95,16759890.678
002202.SZ,20260107,24.5,26.4,23.81,26.4,24.0,2.4,10.0,6801731.49,16845815.443
002202.SZ,20260106,21.21,24.0,20.8,24.0,21.82,2.18,9.9908,6176227.69,13663631.128
002202.SZ,20260105,22.44,22.44,21.69,21.82,20.4,1.42,6.9608,6487827.14,14418140.743
