ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
001270.SZ,20260204,154.0,155.99,150.32,150.32,158.23,-7.91,-4.9991,72904.16,1105769.478
001270.SZ,20260203,164.0,167.37,153.01,158.23,159.93,-1.7,-1.063,111061.52,1771083.998
001270.SZ,20260202,165.15,165.15,155.33,159.93,157.29,2.64,1.6784,128908.95,2093477.037
001270.SZ,20260130,146.06,157.29,142.31,157.29,149.8,7.49,5.0,149002.88,2225547.934
001270.SZ,20260129,160.0,165.56,149.8,149.8,157.68,-7.88,-4.9975,163775.5,2629230.879
001270.SZ,20260128,157.68,157.68,155.55,157.68,150.17,7.51,5.001,16437.96,259046.905
001270.SZ,20260127,138.0,150.17,137.01,150.17,143.02,7.15,4.9993,76688.12,1127328.461
001270.SZ,20260126,143.02,143.02,135.55,143.02,136.21,6.81,4.9996,99620.78,1408576.7
001270.SZ,20260123,134.0,136.21,132.63,136.21,129.72,6.49,5.0031,30398.25,412020.872
001270.SZ,20260122,117.38,129.72,117.36,129.72,123.54,6.18,5.0024,137959.6,1702316.259
001270.SZ,20260121,132.99,132.99,123.54,123.54,130.04,-6.5,-4.9985,92043.81,1159163.373
001270.SZ,20260120,142.01,142.2,128.66,130.04,135.43,-5.39,-3.9799,154825.64,2089439.731
001270.SZ,20260119,122.53,135.43,122.53,135.43,128.98,6.45,5.0008,136922.88,1806826.725
001270.SZ,20260116,116.7,128.98,116.7,128.98,122.84,6.14,4.9984,63759.09,764655.876
001270.SZ,20260112,122.84,122.84,122.84,122.84,116.99,5.85,5.0004,2641.04,32442.535
001270.SZ,20260109,116.99,116.99,116.99,116.99,111.42,5.57,4.9991,6138.88,71818.757
001270.SZ,20260108,111.42,111.42,110.0,111.42,106.11,5.31,5.0042,29859.97,332600.132
001270.SZ,20260107,106.11,106.11,106.11,106.11,101.06,5.05,4.997,7995.8,84843.434
001270.SZ,20260106,99.88,101.06,98.85,101.06,96.25,4.81,4.9974,38097.57,382500.068
001270.SZ,20260105,96.25,96.25,94.81,96.25,91.67,4.58,4.9962,71569.7,688260.388
