ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
600241.SH,20251231,8.35,1.611,3.1364,1.14,126.7829,1089.3499,2.1032,6.13,6.428,0.0,,29430.2115,29430.2115,15116.8642,245742.266,245742.266,0
600241.SH,20251230,8.24,1.6381,3.1891,1.22,125.1127,1074.9992,2.0755,6.0493,6.3433,0.0,,29430.2115,29430.2115,15116.8642,242504.9428,242504.9428,0
600241.SH,20251229,8.41,1.9879,3.8702,1.59,127.6939,1097.1776,2.1183,6.1741,6.4742,0.0,,29430.2115,29430.2115,15116.8642,247508.0787,247508.0787,0
600241.SH,20251226,8.51,1.2302,2.395,0.98,129.2123,1110.2237,2.1435,6.2475,6.5512,0.0,,29430.2115,29430.2115,15116.8642,250451.0999,250451.0999,0
600241.SH,20251225,8.6,1.1483,2.2356,0.83,130.5788,1121.9652,2.1662,6.3136,6.6204,0.0,,29430.2115,29430.2115,15116.8642,253099.8189,253099.8189,0
600241.SH,20251224,8.45,1.056,2.0558,0.73,128.3013,1102.396,2.1284,6.2034,6.505,0.0,,29430.2115,29430.2115,15116.8642,248685.2872,248685.2872,0
600241.SH,20251223,8.36,1.3041,2.539,0.89,126.9347,1090.6545,2.1057,6.1374,6.4357,0.0,,29430.2115,29430.2115,15116.8642,246036.5681,246036.5681,0
600241.SH,20251222,8.41,1.5312,2.9811,,127.6939,1097.1776,2.1183,6.1741,6.4742,0.0,,29430.2115,29430.2115,15116.8642,247508.0787,247508.0787,0
600241.SH,20251219,8.48,1.2305,2.3957,0.67,128.7568,1106.3098,2.1359,6.2255,6.5281,0.0,,29430.2115,29430.2115,15116.8642,249568.1935,249568.1935,0
600241.SH,20251218,8.31,1.7791,3.4636,0.98,126.1756,1084.1315,2.0931,6.1007,6.3972,0.0,,29430.2115,29430.2115,15116.8642,244565.0576,244565.0576,0
600241.SH,20251217,8.27,1.3528,2.6336,0.72,125.5682,1078.913,2.083,6.0713,6.3664,0.0,,29430.2115,29430.2115,15116.8642,243387.8491,243387.8491,0
600241.SH,20251216,8.23,1.4433,2.8099,0.75,124.9609,1073.6946,2.073,6.0419,6.3356,0.0,,29430.2115,29430.2115,15116.8642,242210.6406,242210.6406,0
600241.SH,20251215,8.5,2.5432,4.9512,1.36,129.0605,1108.9191,2.141,6.2402,6.5435,0.0,,29430.2115,29430.2115,15116.8642,250156.7978,250156.7978,0
600241.SH,20251212,8.38,2.0645,4.0192,1.09,127.2384,1093.2637,2.1107,6.1521,6.4511,0.0,,29430.2115,29430.2115,15116.8642,246625.1724,246625.1724,0
600241.SH,20251211,8.42,1.6815,3.2736,0.91,127.8458,1098.4822,2.1208,6.1814,6.4819,0.0,,29430.2115,29430.2115,15116.8642,247802.3808,247802.3808,0
600241.SH,20251210,8.64,1.6131,3.1405,0.84,131.1862,1127.1836,2.1762,6.3429,6.6512,0.0,,29430.2115,29430.2115,15116.8642,254277.0274,254277.0274,0
600241.SH,20251209,8.71,1.7466,3.4004,0.86,132.249,1136.3159,2.1939,6.3943,6.7051,0.0,,29430.2115,29430.2115,15116.8642,256337.1422,256337.1422,0
600241.SH,20251208,8.92,2.2226,4.327,,135.4376,1163.7127,2.2468,6.5485,6.8668,0.0,,29430.2115,29430.2115,15116.8642,262517.4866,262517.4866,0
600241.SH,20251205,8.94,2.1944,4.2722,,135.7412,1166.3219,2.2518,6.5632,6.8822,0.0,,29430.2115,29430.2115,15116.8642,263106.0908,263106.0908,0
600241.SH,20251204,8.99,1.5015,2.9232,,136.5004,1172.845,2.2644,6.5999,6.9207,0.0,,29430.2115,29430.2115,15116.8642,264577.6014,264577.6014,0
600241.SH,20251203,9.16,1.9388,3.7746,,139.0816,1195.0234,2.3072,6.7247,7.0515,0.0,,29430.2115,29430.2115,15116.8642,269580.7373,269580.7373,0
600241.SH,20251202,9.41,2.3073,4.4919,1.03,142.8775,1227.6386,2.3702,6.9082,7.244,0.0,,29430.2115,29430.2115,15116.8642,276938.2902,276938.2902,0
600241.SH,20251201,9.33,3.2746,6.3751,1.49,141.6628,1217.2017,2.35,6.8495,7.1824,0.0,,29430.2115,29430.2115,15116.8642,274583.8733,274583.8733,0
600241.SH,20251128,9.28,2.2472,4.375,0.84,140.9036,1210.6787,2.3374,6.8128,7.1439,0.0,,29430.2115,29430.2115,15116.8642,273112.3627,273112.3627,0
600241.SH,20251127,9.17,1.335,2.5991,0.42,139.2335,1196.328,2.3097,6.732,7.0592,0.0,,29430.2115,29430.2115,15116.8642,269875.0395,269875.0395,0
600241.SH,20251126,9.12,1.8543,3.61,0.55,138.4743,1189.8049,2.2971,6.6953,7.0207,0.0,,29430.2115,29430.2115,15116.8642,268403.5289,268403.5289,0
