ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
603556.SH,20260209,36.99,1.0637,3.2593,0.92,17.9503,19.0777,2.439,3.8132,3.8463,1.8778,1.8778,48626.417,48626.417,15870.0858,1798691.1648,1798691.1648,0
603556.SH,20260206,36.99,0.6844,2.0969,0.59,17.9503,19.0777,2.439,3.8132,3.8463,1.8778,1.8778,48626.417,48626.417,15870.0858,1798691.1648,1798691.1648,0
603556.SH,20260205,37.06,1.1793,3.6136,,17.9843,19.1138,2.4436,3.8204,3.8536,1.8743,1.8743,48626.417,48626.417,15870.0858,1802095.014,1802095.014,0
603556.SH,20260204,38.23,1.5644,4.7934,1.48,18.5521,19.7172,2.5208,3.941,3.9753,1.8169,1.8169,48626.417,48626.417,15870.0858,1858987.9219,1858987.9219,0
603556.SH,20260203,39.82,0.9792,3.0004,0.87,19.3237,20.5373,2.6256,4.1049,4.1406,1.7444,1.7444,48626.417,48626.417,15870.0858,1936303.9249,1936303.9249,0
603556.SH,20260202,38.8,1.4007,4.2918,1.29,18.8287,20.0112,2.5584,3.9998,4.0345,1.7902,1.7902,48626.417,48626.417,15870.0858,1886704.9796,1886704.9796,0
603556.SH,20260130,39.12,0.7181,2.2002,0.61,18.984,20.1762,2.5795,4.0328,4.0678,1.7756,1.7756,48626.417,48626.417,15870.0858,1902265.433,1902265.433,0
603556.SH,20260129,39.51,1.2649,3.8755,,19.1732,20.3774,2.6052,4.073,4.1084,1.758,1.758,48626.417,48626.417,15870.0858,1921229.7357,1921229.7357,0
603556.SH,20260128,39.15,0.9324,2.857,0.68,18.9985,20.1917,2.5814,4.0359,4.0709,1.7742,1.7742,48626.417,48626.417,15870.0858,1903724.2256,1903724.2256,0
603556.SH,20260127,38.91,1.283,3.9312,,18.8821,20.0679,2.5656,4.0111,4.046,1.7852,1.7852,48626.417,48626.417,15870.0858,1892053.8855,1892053.8855,0
603556.SH,20260126,39.99,1.2262,3.7571,,19.4062,20.6249,2.6368,4.1225,4.1583,1.7369,1.7369,48626.417,48626.417,15870.0858,1944570.4158,1944570.4158,0
603556.SH,20260123,40.55,1.2106,3.7094,0.7,19.6779,20.9138,2.6737,4.1802,4.2165,1.713,1.713,48626.417,48626.417,15870.0858,1971801.2094,1971801.2094,0
603556.SH,20260122,39.76,1.5553,4.7654,0.98,19.2945,20.5063,2.6217,4.0987,4.1344,1.747,1.747,48626.417,48626.417,15870.0858,1933386.3399,1933386.3399,0
603556.SH,20260121,41.64,1.5806,4.8429,,20.2069,21.4759,2.7456,4.2925,4.3299,1.6681,1.6681,48626.417,48626.417,15870.0858,2024804.0039,2024804.0039,0
603556.SH,20260120,41.12,1.777,5.4447,,19.9545,21.2077,2.7113,4.2389,4.2758,1.6892,1.6892,48626.417,48626.417,15870.0858,1999518.267,1999518.267,0
603556.SH,20260119,41.5,2.0542,6.2942,1.47,20.1389,21.4037,2.7364,4.2781,4.3153,1.6737,1.6737,48626.417,48626.417,15870.0858,2017996.3055,2017996.3055,0
603556.SH,20260116,38.54,1.6203,4.9646,1.32,18.7025,19.8771,2.5412,3.973,4.0075,1.8023,1.8023,48626.417,48626.417,15870.0858,1874062.1112,1874062.1112,0
603556.SH,20260115,37.79,0.9084,2.7833,,18.3385,19.4903,2.4918,3.8957,3.9295,1.8381,1.8381,48626.417,48626.417,15870.0858,1837592.2984,1837592.2984,0
603556.SH,20260114,37.67,1.4257,4.3683,1.31,18.2803,19.4284,2.4838,3.8833,3.917,1.8439,1.8439,48626.417,48626.417,15870.0858,1831757.1284,1831757.1284,0
603556.SH,20260113,37.4,1.7552,5.3779,,18.1493,19.2891,2.466,3.8555,3.889,1.8572,1.8572,48626.417,48626.417,15870.0858,1818627.9958,1818627.9958,0
603556.SH,20260112,36.59,1.2646,3.8749,1.16,17.7562,18.8714,2.4126,3.772,3.8047,1.8983,1.8983,48626.417,48626.417,15870.0858,1779240.598,1779240.598,0
603556.SH,20260109,35.55,0.7709,2.3621,0.65,17.2515,18.335,2.3441,3.6647,3.6966,1.9539,1.9539,48626.417,48626.417,15870.0858,1728669.1244,1728669.1244,0
603556.SH,20260108,35.38,0.6886,2.1098,,17.169,18.2473,2.3328,3.6472,3.6789,1.9633,1.9633,48626.417,48626.417,15870.0858,1720402.6335,1720402.6335,0
603556.SH,20260107,35.99,0.982,3.0088,0.78,17.4651,18.5619,2.3731,3.7101,3.7423,1.93,1.93,48626.417,48626.417,15870.0858,1750064.7478,1750064.7478,0
603556.SH,20260106,35.7,1.0127,3.1028,0.86,17.3243,18.4124,2.3539,3.6802,3.7122,1.9457,1.9457,48626.417,48626.417,15870.0858,1735963.0869,1735963.0869,0
603556.SH,20260105,35.35,1.9849,6.0817,2.17,17.1545,18.2318,2.3309,3.6441,3.6758,1.9649,1.9649,48626.417,48626.417,15870.0858,1718943.841,1718943.841,0
