ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
603286.SH,20251231,69.16,8.6514,13.55,1.52,722.6593,,9.6523,8.3645,7.5624,0.0422,0.0431,11739.5931,11541.4831,7368.9831,811910.2588,798208.9712,0
603286.SH,20251230,67.15,8.8739,13.8985,1.87,701.6566,,9.3717,8.1214,7.3426,0.0435,0.0444,11739.5931,11541.4831,7368.9831,788313.6767,775010.5902,0
603286.SH,20251229,62.75,6.6618,10.4339,1.39,655.6806,,8.7576,7.5892,6.8615,0.0465,0.0475,11739.5931,11541.4831,7368.9831,736659.467,724228.0645,0
603286.SH,20251226,59.5,4.7425,7.4278,0.99,621.721,,8.3041,7.1962,6.5061,0.0491,0.0501,11739.5931,11541.4831,7368.9831,698505.7895,686718.2445,0
603286.SH,20251225,58.68,4.4947,7.0396,0.86,613.1528,,8.1896,7.097,6.4165,0.0498,0.0508,11739.5931,11541.4831,7368.9831,688879.3231,677254.2283,0
603286.SH,20251224,58.19,3.7022,5.7985,0.63,608.0327,,8.1212,7.0377,6.3629,0.0502,0.0512,11739.5931,11541.4831,7368.9831,683126.9225,671598.9016,0
603286.SH,20251223,58.72,4.1213,6.4549,0.7,613.5708,,8.1952,7.1018,6.4208,0.0497,0.0507,11739.5931,11541.4831,7368.9831,689348.9068,677715.8876,0
603286.SH,20251222,60.06,6.8685,10.7577,,627.5725,,8.3822,7.2639,6.5674,0.0486,0.0496,11739.5931,11541.4831,7368.9831,705079.9616,693181.475,0
603286.SH,20251219,57.11,4.7559,7.4488,0.87,596.7477,,7.9705,6.9071,6.2448,0.0511,0.0522,11739.5931,11541.4831,7368.9831,670448.1619,659134.0998,0
603286.SH,20251218,58.08,6.7779,10.6158,1.31,606.8833,,8.1059,7.0244,6.3509,0.0503,0.0513,11739.5931,11541.4831,7368.9831,681835.5672,670329.3384,0
603286.SH,20251217,56.4,6.908,10.8196,1.39,589.3289,,7.8714,6.8212,6.1672,0.0518,0.0528,11739.5931,11541.4831,7368.9831,662113.0508,650939.6468,0
603286.SH,20251216,51.97,3.9323,6.1588,0.7,543.0394,,7.2531,6.2855,5.6828,0.0562,0.0573,11739.5931,11541.4831,7368.9831,610106.6534,599810.8767,0
603286.SH,20251215,54.08,4.7988,7.516,0.65,565.087,,7.5476,6.5407,5.9135,0.054,0.0551,11739.5931,11541.4831,7368.9831,634877.1948,624163.406,0
603286.SH,20251212,55.25,4.9513,7.7548,0.53,577.3124,,7.7109,6.6822,6.0414,0.0529,0.0539,11739.5931,11541.4831,7368.9831,648612.5188,637666.9413,0
603286.SH,20251211,56.35,5.3037,8.3068,0.42,588.8064,,7.8644,6.8152,6.1617,0.0518,0.0529,11739.5931,11541.4831,7368.9831,661526.0712,650362.5727,0
603286.SH,20251210,58.06,5.8429,9.1514,0.42,606.6744,,8.1031,7.022,6.3487,0.0503,0.0513,11739.5931,11541.4831,7368.9831,681600.7754,670098.5088,0
603286.SH,20251209,57.3,7.2678,11.383,0.53,598.733,,7.997,6.9301,6.2656,0.051,0.052,11739.5931,11541.4831,7368.9831,672678.6846,661326.9816,0
603286.SH,20251208,56.59,13.5821,21.2727,,591.3142,,7.8979,6.8442,6.1879,0.0516,0.0526,11739.5931,11541.4831,7368.9831,664343.5735,653132.5286,0
603286.SH,20251205,53.0,14.9388,23.3975,,553.8019,,7.3969,6.41,5.7954,0.0551,0.0562,11739.5931,11541.4831,7368.9831,622198.4343,611698.6043,0
603286.SH,20251204,54.1,22.2038,34.7761,,565.2959,,7.5504,6.5431,5.9157,0.054,0.0551,11739.5931,11541.4831,7368.9831,635111.9867,624394.2357,0
603286.SH,20251203,56.3,12.0828,18.9244,,588.2839,,7.8575,6.8091,6.1562,0.0519,0.0529,11739.5931,11541.4831,7368.9831,660939.0915,649785.4985,1
603286.SH,20251202,51.18,5.2415,8.2094,0.6,534.7846,,7.1429,6.1899,5.5964,0.0571,0.0582,11739.5931,11541.4831,7368.9831,600832.3749,590693.1051,0
603286.SH,20251201,50.88,7.4652,11.6921,0.91,531.6499,,7.101,6.1536,5.5636,0.0574,0.0586,11739.5931,11541.4831,7368.9831,597310.4969,587230.6601,0
603286.SH,20251128,49.93,9.2752,14.5271,1.18,521.7232,,6.9684,6.0387,5.4597,0.0585,0.0597,11739.5931,11541.4831,7368.9831,586157.8835,576266.2512,0
603286.SH,20251127,48.34,8.2779,12.9651,1.24,505.1092,,6.7465,5.8464,5.2858,0.0604,0.0616,11739.5931,11541.4831,7368.9831,567491.9305,557915.2931,0
603286.SH,20251126,48.19,11.9761,18.7573,2.48,503.5418,,6.7256,5.8283,5.2694,0.0606,0.0618,11739.5931,11541.4831,7368.9831,565730.9915,556184.0706,0
603286.SH,20251125,44.79,6.924,10.8445,1.61,468.0149,,6.2511,5.4171,4.8976,0.0652,0.0665,11739.5931,11541.4831,7368.9831,525816.3749,516943.028,0
