ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688758.SH,20260205,18.89,19.25,18.75,18.87,18.85,0.02,0.1061,30052.06,56932.766
688758.SH,20260204,19.15,19.15,18.7,18.85,19.12,-0.27,-1.4121,31502.1,59478.478
688758.SH,20260203,18.92,19.39,18.71,19.12,18.7,0.42,2.246,46860.7,89290.286
688758.SH,20260202,18.16,19.33,18.06,18.7,18.37,0.33,1.7964,61423.93,115955.73
688758.SH,20260130,18.18,18.44,17.91,18.37,18.32,0.05,0.2729,23484.68,42811.432
688758.SH,20260129,18.61,18.92,18.25,18.32,18.77,-0.45,-2.3974,45540.99,84226.242
688758.SH,20260128,19.13,19.3,18.66,18.77,19.24,-0.47,-2.4428,35772.35,67576.445
688758.SH,20260127,19.65,19.7,18.32,19.24,19.77,-0.53,-2.6808,66663.1,126351.115
688758.SH,20260126,19.47,20.13,19.3,19.77,19.45,0.32,1.6452,64718.67,128125.406
688758.SH,20260123,19.3,19.55,19.27,19.45,19.22,0.23,1.1967,27973.04,54312.068
688758.SH,20260122,19.44,19.44,19.17,19.22,19.32,-0.1,-0.5176,22313.82,42921.186
688758.SH,20260121,18.9,19.45,18.8,19.32,18.95,0.37,1.9525,29562.9,56853.551
688758.SH,20260120,19.22,19.28,18.88,18.95,19.22,-0.27,-1.4048,28223.61,53761.893
688758.SH,20260119,19.52,19.55,19.15,19.22,19.4,-0.18,-0.9278,38375.09,74075.387
688758.SH,20260116,19.48,19.68,19.02,19.4,19.23,0.17,0.884,42380.56,81830.72
688758.SH,20260115,19.0,19.45,18.8,19.23,19.03,0.2,1.051,49317.18,94465.541
688758.SH,20260114,18.65,19.56,18.57,19.03,18.57,0.46,2.4771,72936.56,139900.524
688758.SH,20260113,18.57,19.1,18.46,18.57,18.76,-0.19,-1.0128,64873.61,121293.798
688758.SH,20260112,18.05,18.85,18.05,18.76,18.39,0.37,2.012,79846.67,147836.215
688758.SH,20260109,18.43,18.73,18.13,18.39,18.4,-0.01,-0.0543,40148.1,73770.933
688758.SH,20260108,18.64,18.67,18.31,18.4,18.55,-0.15,-0.8086,25089.62,46359.882
688758.SH,20260107,18.46,18.95,18.32,18.55,18.37,0.18,0.9799,33814.42,62906.932
688758.SH,20260106,18.48,18.5,18.21,18.37,18.35,0.02,0.109,22462.79,41267.323
688758.SH,20260105,17.96,18.45,17.67,18.35,17.73,0.62,3.4969,25572.91,46577.104
