ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000995.SZ,20260202,15.24,17.52,14.89,17.52,15.93,1.59,9.9812,627972.36,1049689.969
000995.SZ,20260130,15.93,15.93,15.56,15.93,14.48,1.45,10.0138,422885.69,672906.31
000995.SZ,20260129,12.95,14.48,12.84,14.48,13.16,1.32,10.0304,263668.33,364809.835
000995.SZ,20260128,12.55,13.49,12.42,13.16,12.55,0.61,4.8606,155348.0,203312.649
000995.SZ,20260127,12.81,12.84,12.45,12.55,12.9,-0.35,-2.7132,45517.0,57326.081
000995.SZ,20260126,12.9,12.93,12.65,12.9,12.96,-0.06,-0.463,60677.0,77596.904
000995.SZ,20260123,12.98,13.04,12.9,12.96,12.97,-0.01,-0.0771,40856.0,52845.378
000995.SZ,20260122,12.9,13.06,12.81,12.97,12.9,0.07,0.5426,51285.0,66389.35
000995.SZ,20260121,12.83,13.07,12.7,12.9,12.95,-0.05,-0.3861,61729.0,79027.958
000995.SZ,20260120,12.97,13.13,12.84,12.95,12.9,0.05,0.3876,69219.0,89930.075
000995.SZ,20260119,12.81,12.96,12.81,12.9,12.89,0.01,0.0776,44943.54,57931.641
000995.SZ,20260116,12.7,13.18,12.69,12.89,12.63,0.26,2.0586,98698.54,126958.298
000995.SZ,20260115,12.69,12.75,12.54,12.63,12.79,-0.16,-1.251,45761.0,57820.526
000995.SZ,20260114,12.87,13.03,12.6,12.79,12.87,-0.08,-0.6216,77355.97,99355.381
000995.SZ,20260113,13.0,13.1,12.82,12.87,13.0,-0.13,-1.0,69676.0,90028.009
000995.SZ,20260112,12.82,13.04,12.76,13.0,12.84,0.16,1.2461,87935.57,113704.548
000995.SZ,20260109,12.75,12.92,12.73,12.84,12.67,0.17,1.3418,91616.96,117594.997
000995.SZ,20260108,12.63,12.73,12.53,12.67,12.7,-0.03,-0.2362,58076.0,73310.224
000995.SZ,20260107,12.67,12.8,12.49,12.7,12.67,0.03,0.2368,80970.0,102499.635
000995.SZ,20260106,12.56,12.67,12.52,12.67,12.62,0.05,0.3962,61501.79,77548.244
000995.SZ,20260105,12.49,12.65,12.36,12.62,12.51,0.11,0.8793,60639.98,76302.786
