ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300211.SZ,20251231,8.56,8.64,8.39,8.47,8.46,0.01,0.1182,35172.05,29801.274
300211.SZ,20251230,8.6,8.69,8.45,8.46,8.64,-0.18,-2.0833,31629.0,27023.776
300211.SZ,20251229,8.31,8.79,8.31,8.64,8.36,0.28,3.3493,56233.7,48483.212
300211.SZ,20251226,8.3,8.4,8.21,8.36,8.3,0.06,0.7229,28800.13,23945.917
300211.SZ,20251225,8.2,8.34,8.18,8.3,8.2,0.1,1.2195,21173.97,17490.648
300211.SZ,20251224,8.24,8.27,8.09,8.2,8.25,-0.05,-0.6061,26747.0,21950.218
300211.SZ,20251223,8.31,8.4,8.1,8.25,8.33,-0.08,-0.9604,29877.2,24629.989
300211.SZ,20251222,8.33,8.4,8.2,8.33,8.28,0.05,0.6039,23181.0,19181.419
300211.SZ,20251219,8.19,8.35,8.19,8.28,8.18,0.1,1.2225,20523.09,16963.78
300211.SZ,20251218,8.12,8.28,8.05,8.18,8.1,0.08,0.9877,24411.09,20016.936
300211.SZ,20251217,8.05,8.12,7.96,8.1,8.09,0.01,0.1236,18188.0,14623.979
300211.SZ,20251216,8.3,8.34,8.05,8.09,8.3,-0.21,-2.5301,23004.0,18727.582
300211.SZ,20251215,8.1,8.47,8.0,8.3,8.1,0.2,2.4691,36070.0,29738.886
300211.SZ,20251212,8.19,8.26,8.09,8.1,8.19,-0.09,-1.0989,17754.0,14509.007
300211.SZ,20251211,8.33,8.41,8.18,8.19,8.33,-0.14,-1.6807,17687.0,14652.506
300211.SZ,20251210,8.36,8.46,8.3,8.33,8.42,-0.09,-1.0689,15073.0,12608.303
300211.SZ,20251209,8.53,8.58,8.4,8.42,8.55,-0.13,-1.5205,17872.0,15139.305
300211.SZ,20251208,8.48,8.61,8.47,8.55,8.48,0.07,0.8255,24719.0,21155.759
300211.SZ,20251205,8.42,8.5,8.3,8.48,8.43,0.05,0.5931,17930.0,15025.074
300211.SZ,20251204,8.54,8.58,8.4,8.43,8.6,-0.17,-1.9767,17583.0,14907.678
300211.SZ,20251203,8.76,8.88,8.55,8.6,8.75,-0.15,-1.7143,26213.0,22661.056
300211.SZ,20251202,8.83,8.97,8.72,8.75,8.83,-0.08,-0.906,36694.0,32364.541
300211.SZ,20251201,8.77,8.87,8.66,8.83,8.78,0.05,0.5695,31478.0,27558.716
300211.SZ,20251128,8.65,8.82,8.53,8.78,8.68,0.1,1.1521,29223.0,25456.027
