ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_status
688809.SH,20260202,309.67,8.7594,8.7594,0.57,172.1199,114.046,10.276,62.5555,44.6607,,,12955.93,2435.3009,2435.3009,4012062.8431,754139.6297,0
688809.SH,20260130,321.0,11.994,11.994,0.77,178.4173,118.2187,10.652,64.8442,46.2947,,,12955.93,2435.3009,2435.3009,4158853.53,781731.5889,0
688809.SH,20260129,317.3,16.0837,16.0837,,176.3608,116.856,10.5292,64.0968,45.7611,,,12955.93,2435.3009,2435.3009,4110916.589,772720.9756,0
688809.SH,20260128,347.0,20.5462,20.5462,1.33,192.8685,127.794,11.5148,70.0964,50.0444,,,12955.93,2435.3009,2435.3009,4495707.71,845049.4123,0
688809.SH,20260127,362.02,18.744,18.744,,201.2169,133.3256,12.0132,73.1306,52.2106,,,12955.93,2435.3009,2435.3009,4690305.7786,881627.6318,0
688809.SH,20260126,344.0,9.6562,9.6562,,191.2011,126.6892,11.4152,69.4904,49.6117,,,12955.93,2435.3009,2435.3009,4456839.92,837743.5096,0
688809.SH,20260123,353.0,12.8341,12.8341,0.75,196.2034,130.0037,11.7139,71.3085,50.9097,,,12955.93,2435.3009,2435.3009,4573443.29,859661.2177,0
688809.SH,20260122,345.01,18.0192,18.0192,1.04,191.7624,127.0611,11.4487,69.6944,49.7574,,,12955.93,2435.3009,2435.3009,4469925.4093,840203.1635,0
688809.SH,20260121,362.78,18.106,18.106,1.01,201.6393,133.6055,12.0384,73.2841,52.3202,,,12955.93,2435.3009,2435.3009,4700152.2854,883478.4605,0
688809.SH,20260120,373.0,16.7158,16.7158,0.88,207.3198,137.3693,12.3775,75.3486,53.7941,,,12955.93,2435.3009,2435.3009,4832561.89,908367.2357,0
688809.SH,20260119,370.57,15.0436,15.0436,0.73,205.9691,136.4744,12.2969,74.8577,53.4437,,,12955.93,2435.3009,2435.3009,4801078.9801,902449.4545,0
688809.SH,20260116,385.0,17.8237,17.8237,0.72,213.9896,141.7887,12.7758,77.7727,55.5248,,,12955.93,2435.3009,2435.3009,4988033.05,937590.8465,0
688809.SH,20260115,388.9,18.9016,18.9016,0.69,216.1573,143.225,12.9052,78.5605,56.0872,,,12955.93,2435.3009,2435.3009,5038561.177,947088.52,0
688809.SH,20260114,368.0,21.4141,21.4141,0.73,204.5407,135.5279,12.2116,74.3386,53.073,,,12955.93,2435.3009,2435.3009,4767782.24,896190.7312,0
688809.SH,20260113,361.0,21.9292,21.9292,0.7,200.65,132.95,11.9793,72.9245,52.0635,,,12955.93,2435.3009,2435.3009,4677090.73,879143.6249,0
688809.SH,20260112,356.0,23.2922,23.2922,0.66,197.8709,131.1085,11.8134,71.9145,51.3424,,,12955.93,2435.3009,2435.3009,4612311.08,866967.1204,0
688809.SH,20260109,367.0,39.0704,39.0704,1.01,203.9849,135.1597,12.1784,74.1366,52.9288,,,12955.93,2435.3009,2435.3009,4754826.31,893755.4303,0
688809.SH,20260108,323.0,30.9431,30.9431,0.65,179.5289,118.9552,10.7184,65.2483,46.5831,,,12955.93,2435.3009,2435.3009,4184765.39,786602.1907,0
688809.SH,20260107,329.77,31.7558,31.7558,,183.2918,121.4485,10.943,66.6158,47.5595,,,12955.93,2435.3009,2435.3009,4272477.0361,803089.1778,0
688809.SH,20260106,293.0,32.1905,32.1905,,162.8544,107.9068,9.7228,59.1881,42.2565,,,12955.93,2435.3009,2435.3009,3796087.49,713543.1637,0
688809.SH,20260105,283.0,42.3785,42.3785,,157.2962,104.2239,9.391,57.168,40.8143,,,12955.93,2435.3009,2435.3009,3666528.19,689190.1547,0
